race,discuss_politics,ideology,party,church_goer,age,gender,political_interest,patriotism,state,ground_truth
white,Yes,,a strong democrat,do not attend church,59,woman,somewhat,neither good nor bad,California,Clinton
white,Yes,liberal,a strong democrat,attend church,53,man,very,extremely good,Washington,Clinton
black,Yes,liberal,a strong democrat,attend church,60,woman,somewhat,neither good nor bad,California,Clinton
hispanic,Yes,slightly conservative,an independent who leans Democratic,do not attend church,58,woman,not at all,moderately good,Massachusetts,Non-voter
,Yes,moderate,an independent,do not attend church,31,man,somewhat,a little good,California,Clinton
white,Yes,,a weak Republican,do not attend church,33,man,not very,extremely good,Maryland,Non-voter
white,Yes,slightly conservative,an independent,do not attend church,48,man,not at all,extremely good,California,Trump
asian,,,a strong democrat,do not attend church,54,man,,,Washington,Non-voter
asian,Yes,slightly conservative,a weak Republican,attend church,46,woman,not very,extremely good,New Jersey,Trump
white,Yes,slightly liberal,an independent,attend church,34,man,somewhat,a little good,Texas,Non-voter
black,,,a strong democrat,attend church,32,man,,,Maryland,Non-voter
white,Yes,moderate,a strong democrat,attend church,35,man,very,extremely good,New York,Clinton
hispanic,Yes,moderate,an independent who leans Democratic,attend church,36,man,very,neither good nor bad,Texas,Non-voter
white,Yes,,a strong democrat,attend church,80,woman,somewhat,extremely good,Massachusetts,Clinton
white,,,a strong Republican,attend church,31,woman,,,Missouri,Non-voter
asian,Yes,conservative,a weak Republican,attend church,68,man,somewhat,extremely good,California,Non-voter
asian,,moderate,a weak Democrat,attend church,65,woman,,,Arizona,Non-voter
black,Yes,moderate,a strong democrat,attend church,40,man,very,moderately good,South Carolina,Clinton
hispanic,No,,a weak Democrat,do not attend church,20,man,not very,moderately good,Texas,Non-voter
white,No,,a weak Republican,attend church,58,man,not at all,extremely good,Georgia,Non-voter
white,Yes,slightly conservative,a weak Republican,attend church,43,man,somewhat,extremely good,Colorado,Trump
white,Yes,,a strong democrat,do not attend church,36,man,somewhat,extremely good,Pennsylvania,Clinton
white,Yes,conservative,a strong Republican,attend church,49,man,very,extremely good,Idaho,Trump
white,,conservative,an independent who leans Republican,attend church,20,man,,,Wyoming,Non-voter
white,Yes,conservative,a strong Republican,do not attend church,56,man,somewhat,extremely good,Texas,Trump
white,Yes,moderate,an independent who leans Republican,do not attend church,46,woman,somewhat,a little good,Wyoming,Non-voter
white,Yes,conservative,an independent who leans Republican,do not attend church,76,woman,somewhat,extremely good,Washington,Trump
hispanic,No,slightly liberal,a strong democrat,do not attend church,19,man,not very,neither good nor bad,Nevada,Clinton
white,Yes,,an independent,do not attend church,32,woman,somewhat,extremely good,Maryland,Trump
white,,,an independent,do not attend church,36,man,,,Washington,Non-voter
white,Yes,extremely liberal,a weak Democrat,do not attend church,39,woman,somewhat,a little good,Missouri,Clinton
white,Yes,conservative,an independent who leans Republican,attend church,59,man,somewhat,extremely good,Maryland,Trump
white,Yes,liberal,an independent who leans Democratic,attend church,41,woman,very,moderately bad,Florida,Clinton
hispanic,Yes,,an independent,do not attend church,34,man,somewhat,moderately good,New Jersey,Non-voter
white,Yes,,a weak Republican,attend church,30,woman,not at all,extremely good,Illinois,Trump
white,Yes,extremely conservative,a weak Republican,attend church,39,woman,very,extremely good,Mississippi,Trump
,Yes,slightly conservative,a strong Republican,attend church,,man,very,extremely good,Oklahoma,Non-voter
white,Yes,conservative,an independent,attend church,57,woman,somewhat,moderately good,Indiana,Trump
black,Yes,,a strong democrat,attend church,33,man,not at all,moderately good,New York,Non-voter
white,Yes,liberal,an independent who leans Democratic,do not attend church,35,woman,somewhat,moderately good,New York,Non-voter
white,Yes,moderate,a weak Democrat,do not attend church,57,woman,somewhat,extremely good,Virginia,Clinton
white,Yes,moderate,a strong Republican,do not attend church,59,man,somewhat,extremely good,Florida,Trump
white,Yes,extremely conservative,a strong Republican,attend church,85,man,very,extremely good,Arizona,Trump
white,Yes,conservative,a strong Republican,attend church,74,man,somewhat,extremely good,Georgia,Trump
white,Yes,slightly liberal,a weak Democrat,attend church,31,woman,somewhat,neither good nor bad,Colorado,Clinton
hispanic,No,,a weak Democrat,do not attend church,21,man,somewhat,extremely good,Florida,Clinton
black,Yes,extremely conservative,a strong democrat,attend church,26,man,not at all,extremely good,California,Clinton
white,No,conservative,a strong Republican,attend church,68,man,not very,extremely good,Indiana,Trump
white,Yes,moderate,an independent who leans Republican,attend church,31,man,not very,extremely good,Montana,Non-voter
white,Yes,conservative,a strong Republican,do not attend church,87,woman,somewhat,extremely good,California,Non-voter
white,No,slightly conservative,an independent who leans Democratic,do not attend church,22,man,not very,moderately good,Massachusetts,Non-voter
white,,moderate,an independent,do not attend church,56,woman,,,Oregon,Non-voter
white,Yes,extremely liberal,a strong democrat,do not attend church,32,woman,somewhat,neither good nor bad,Wisconsin,Clinton
white,Yes,slightly conservative,a weak Republican,attend church,63,man,very,extremely good,New York,Clinton
asian,,,a strong democrat,attend church,40,woman,,,California,Non-voter
white,Yes,extremely liberal,an independent who leans Democratic,do not attend church,33,,very,moderately bad,Iowa,Clinton
white,Yes,moderate,an independent who leans Democratic,attend church,55,woman,somewhat,extremely good,Maine,Trump
native American,,,an independent,do not attend church,27,man,,,Oklahoma,Non-voter
white,Yes,moderate,a strong Republican,attend church,55,man,very,extremely good,New York,Non-voter
white,Yes,conservative,a strong Republican,attend church,69,man,somewhat,extremely good,Alabama,Trump
black,,moderate,a strong democrat,attend church,86,woman,,,Florida,Non-voter
white,Yes,conservative,a strong Republican,attend church,80,woman,somewhat,extremely good,Iowa,Trump
hispanic,Yes,liberal,a strong democrat,do not attend church,51,woman,somewhat,moderately good,,Clinton
white,Yes,slightly liberal,a strong democrat,do not attend church,61,woman,somewhat,extremely good,North Carolina,Clinton
,,conservative,an independent,attend church,,woman,,,Louisiana,Non-voter
black,No,slightly liberal,a strong democrat,attend church,63,man,not very,neither good nor bad,Louisiana,Clinton
white,Yes,moderate,an independent who leans Democratic,do not attend church,71,man,not very,extremely good,Michigan,Clinton
white,No,moderate,a weak Democrat,do not attend church,46,man,not very,extremely good,California,Clinton
asian,,moderate,an independent,attend church,61,woman,,,Georgia,Non-voter
white,,conservative,a strong Republican,do not attend church,62,man,,,Iowa,Non-voter
white,,conservative,a strong Republican,do not attend church,71,man,,,Tennessee,Non-voter
white,No,liberal,a strong democrat,do not attend church,34,woman,not very,moderately good,Montana,Clinton
hispanic,Yes,moderate,a weak Democrat,attend church,25,man,not very,moderately good,Texas,Non-voter
white,,liberal,a strong democrat,attend church,61,man,,,Minnesota,Non-voter
white,Yes,conservative,an independent who leans Republican,do not attend church,49,woman,very,extremely good,Louisiana,Trump
,Yes,conservative,a strong Republican,do not attend church,61,woman,very,extremely good,Florida,Trump
,,,an independent who leans Democratic,attend church,90,,,,Pennsylvania,Non-voter
white,Yes,conservative,a weak Republican,attend church,39,man,somewhat,moderately good,California,Trump
white,Yes,extremely liberal,an independent who leans Democratic,do not attend church,20,woman,somewhat,neither good nor bad,California,Clinton
black,,,a weak Democrat,attend church,30,woman,,,Texas,Non-voter
white,No,extremely conservative,a strong Republican,do not attend church,72,man,somewhat,moderately good,Louisiana,Trump
white,No,liberal,a strong democrat,do not attend church,76,man,very,neither good nor bad,Pennsylvania,Clinton
white,Yes,moderate,a strong Republican,attend church,,man,somewhat,extremely good,Kentucky,Trump
white,Yes,extremely conservative,a strong Republican,attend church,,woman,not very,extremely good,South Carolina,Trump
black,Yes,liberal,a strong democrat,attend church,41,man,very,neither good nor bad,Texas,Clinton
black,Yes,,a strong democrat,attend church,50,woman,somewhat,neither good nor bad,Tennessee,Clinton
white,Yes,extremely liberal,a strong democrat,attend church,73,woman,very,extremely good,California,Clinton
white,Yes,,a weak Democrat,do not attend church,32,man,not very,extremely good,Maryland,Non-voter
asian,Yes,conservative,an independent who leans Republican,attend church,67,man,somewhat,extremely good,California,Trump
white,,slightly conservative,a weak Democrat,attend church,62,man,,,New Jersey,Non-voter
white,Yes,slightly liberal,an independent who leans Democratic,attend church,56,woman,not very,extremely good,Virginia,Non-voter
white,,liberal,an independent who leans Democratic,do not attend church,24,man,,,Washington,Non-voter
white,Yes,conservative,a strong Republican,attend church,59,woman,somewhat,extremely good,Idaho,Trump
white,Yes,,a weak Democrat,do not attend church,34,woman,somewhat,extremely good,Kentucky,Trump
white,No,moderate,a strong Republican,attend church,20,woman,somewhat,moderately good,Indiana,Non-voter
white,No,moderate,an independent who leans Democratic,attend church,70,woman,not very,extremely good,Colorado,Clinton
white,Yes,liberal,a strong democrat,attend church,57,man,somewhat,moderately good,North Carolina,Clinton
white,No,moderate,an independent,attend church,54,woman,not very,moderately good,Indiana,Non-voter
white,Yes,slightly liberal,a weak Democrat,attend church,35,woman,somewhat,moderately good,New Hampshire,Clinton
black,Yes,,an independent who leans Democratic,attend church,53,man,somewhat,extremely good,Tennessee,Non-voter
,Yes,,a weak Democrat,attend church,67,woman,not very,extremely good,Michigan,Clinton
white,Yes,,a strong democrat,do not attend church,21,woman,somewhat,extremely good,North Carolina,Non-voter
hispanic,Yes,moderate,a weak Democrat,attend church,20,woman,not very,moderately good,Texas,Non-voter
white,Yes,moderate,an independent,do not attend church,23,man,very,extremely good,Florida,Non-voter
white,,moderate,an independent who leans Democratic,do not attend church,40,woman,,,California,Non-voter
white,Yes,conservative,a strong Republican,attend church,58,woman,very,extremely good,Indiana,Trump
white,Yes,conservative,a strong Republican,attend church,81,woman,not at all,extremely good,Wyoming,Trump
black,No,,a weak Democrat,attend church,61,woman,not very,moderately good,South Carolina,Clinton
white,No,,a weak Republican,attend church,55,woman,not very,extremely good,Georgia,Trump
white,No,,an independent who leans Democratic,do not attend church,58,woman,somewhat,extremely good,Nevada,Clinton
white,Yes,conservative,a strong Republican,attend church,40,woman,somewhat,moderately good,Alabama,Trump
white,Yes,extremely conservative,a strong Republican,attend church,62,woman,somewhat,extremely good,Texas,Trump
white,Yes,moderate,a weak Democrat,do not attend church,36,woman,somewhat,moderately bad,Texas,Clinton
black,,liberal,a weak Democrat,attend church,25,man,,,Louisiana,Non-voter
,Yes,moderate,a strong Republican,attend church,62,,not very,moderately good,Kansas,Trump
white,No,,a weak Democrat,do not attend church,57,woman,not at all,moderately good,Arkansas,Non-voter
white,,,a weak Democrat,do not attend church,71,woman,,,Pennsylvania,Non-voter
